d_model,num_layers,bidirectional,model_name,task_name,win_size,step_size,batch_size,epochs,lr,model_saving_path,dataset_path,dataset_name,if_save,index,train_test_split,anomaly_ratio,train_split_max,metric_list,quantile,CCE,F1,Aff-F1,UAff-F1,AUC-ROC,VUS-PR
32,1,0,USAD,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,PSM,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.011115955584368314,0.19928405102005353,0.5396463395862396,0.5259678330917025,0.6136636847215079,0.4653032980816192
32,1,0,USAD,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,SWAT,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.2978533639206232,0.5834251851083418,0.05326785091881529,0.05326785091881535,0.8870593707373672,0.6304186927406654
32,1,0,USAD,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,WADI,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.05356994304059534,0.2220425761250337,0.73571337402124,0.18620564827348968,0.7419996732617699,0.2773439280665022
32,1,0,USAD,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,NIPS_TS_Swan,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.005448957932479237,0.20851063829787234,0.11949582958926294,0.11423555087704346,0.6180689618946194,0.9227107470451993
32,1,0,USAD,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,NIPS_TS_Water,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.032050923373481005,0.09348914858096828,0.41207677636503953,0.13839828302224488,0.7165573204247333,0.06274442099154676
32,1,0,OmniAnomaly,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,PSM,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.011374873539542418,0.22389045285510722,0.5108106221666274,0.5007969079822199,0.6217405846153858,0.478415781872585
32,1,0,OmniAnomaly,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,SWAT,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.2976537474246307,0.58337331587069,0.053708569072680915,0.05370847876281413,0.8868618024459736,0.6278631056802849
32,1,0,OmniAnomaly,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,WADI,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.055282501956051916,0.2155753166262463,0.7376694285380093,0.3269289661481899,0.7581578833554425,0.2874801406630837
32,1,0,OmniAnomaly,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,NIPS_TS_Swan,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.005448957932509685,0.20815602836879432,0.11923329015609704,0.11451216348334428,0.6573363749016443,0.9277648511581407
32,1,0,OmniAnomaly,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,NIPS_TS_Water,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.032276256865794495,0.09301216312902456,0.4118788543416756,0.05744204819939906,0.7437080169498336,0.06438191770518632
32,1,0,AnomalyTransformer,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,PSM,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.010229603900083206,0.18204566781357523,0.4873165232265924,0.4256076905712774,0.5913440786951416,0.4346057473386933
32,1,0,AnomalyTransformer,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,SWAT,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.29306868015486776,0.5834068157062088,0.05345904253508392,0.053459042535083975,0.743903541777949,0.47127845095409027
32,1,0,AnomalyTransformer,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,WADI,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.03878260792148605,0.28024791161412016,0.7405777861361252,0.21999129999427774,0.6196522581422723,0.20274509724834103
32,1,0,AnomalyTransformer,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,NIPS_TS_Swan,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,8.522704296193284e-05,0.14379432624113475,0.1939132195325992,-0.029992244628397176,0.40703553220302646,0.8688812166369676
32,1,0,AnomalyTransformer,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,NIPS_TS_Water,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.019069478481095747,0.03291199618411639,0.7143566929153272,0.300994060323748,0.659362626212755,0.050248359817870465
32,1,0,TimesNet,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,PSM,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,8.507566642029785e-05,0.15340770861571612,0.7381061244822096,0.3575812157068075,0.571850152544089,0.463294381679635
32,1,0,TimesNet,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,SWAT,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.0012210972555916355,0.08765901163167654,0.7408519914694467,0.305047134491689,0.3015886594550808,0.11707824549205438
32,1,0,TimesNet,semisupervised,3,1,128,10,0.001,/home/zzj/projects/STAND/model_saving,/home/zzj/projects/FTSAD/datasets,WADI,0,0,0.5,0.1,0.3,"['CCE', 'F1', 'Aff-F1', 'UAff-F1', 'AUC-ROC', 'VUS-PR']",0.95,0.000681618068357509,0.11425491781191054,0.7109664411368409,0.002671633295820713,0.7051998668032441,0.19556370445592391
